date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-17,GB,Chester,13:35,Juddmonte EBF Restricted Novice Stakes (Bands B C And D) (Qualifier) (GBB/IRE Incentive Race),Flat,Class 2,6f,6f,Good,Turf,7,3,6.0,6,5082961,Theres No Limit (IRE),2,C,131,6.0,Franny Norton,Charlie Johnston,444.0,,No Nay Never (USA),Mixfeeling (IRE),Red Ransom
2023-06-17,GB,Chester,13:35,Juddmonte EBF Restricted Novice Stakes (Bands B C And D) (Qualifier) (GBB/IRE Incentive Race),Flat,Class 2,6f,6f,Good,Turf,7,7,7.0,7,5125890,Kenyan Warrior (IRE),2,C,129,41.0,Pierre-Louis Jamin,Oliver Greenall & Josh Guerriero,225.0,,Saxon Warrior (JPN),Jealous Beauty (IRE),Lawman
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,2,1.0,1,4175280,Al Muzn (IRE),3,G,137,6.5,Ray Dawson,Roger Varian,3663.8,62.0,Oasis Dream (GB),Queens Pearl (IRE),Exceed And Excel
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,1,2.0,3,4369884,Coral Reef (IRE),3,F,132,7.0,Taylor Fisher,Archie Watson,1719.2,62.0,Invincible Spirit (IRE),Mehronissa (GB),Iffraaj
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,5,3.0,5,4265142,Stintino Sunset (GB),3,F,126,5.5,Dylan Hogan,Julia Feilden,858.9,51.0,Twilight Son (GB),Sunset Kitty (USA),Gone West
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,6,4.0,7,4175486,Havana Heat (GB),3,G,125,3.25,Saffie Osborne,Charles Hills,429.8,50.0,Havana Grey (GB),Light Of Love (GB),Dylan Thomas
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,4,5.0,4,4528451,Angel Of Antrim (IRE),3,G,131,5.5,Benoit De La Sayette,Ali Stronge,214.2,56.0,Dark Angel (IRE),Todegica (GB),Giants Causeway
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,3,6.0,2,4303334,Motasaleeta (GB),3,F,132,7.5,Billy Loughnane,Nikki Evans,,60.0,Tasleet (GB),Buttercross (GB),Zamindar
2023-06-17,GB,Leicester,20:25,Every Race Live On Racing TV Handicap,Flat,Class 6,7f,7f,Good To Firm,Turf,7,7,7.0,6,5002207,Marisitta (GB),3,F,121,26.0,Charlie Bennett,John OShea,,46.0,Intello (GER),Nessita (GB),Shamardal
2023-06-17,GB,Leicester,19:25,Tony Toach & Son Fresh Produce Handicap,Flat,Class 6,1m4f,12f,Good To Firm,Turf,3,1,1.0,1,4485054,My Chiquita (GB),4,F,132,2.75,Sean D Bowen,B F Brookhouse,3663.8,64.0,Postponed (IRE),Warling (IRE),Montjeu
2023-06-17,GB,Leicester,19:25,Tony Toach & Son Fresh Produce Handicap,Flat,Class 6,1m4f,12f,Good To Firm,Turf,3,2,2.0,3,2817919,Ivy Avenue (IRE),6,M,134,1.62,Billy Loughnane,Michael Appleby,1719.2,62.0,Ivawood (IRE),Dance Avenue (IRE),Sadlers Wells
2023-06-17,GB,Leicester,19:25,Tony Toach & Son Fresh Produce Handicap,Flat,Class 6,1m4f,12f,Good To Firm,Turf,3,3,3.0,2,3555992,Flintstone (IRE),4,G,137,12.0,Liam Keniry,Nigel Twiston-Davies,858.9,62.0,Starspangledbanner (AUS),Madame Cherie (USA),First Samurai
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,9,1.0,11,4996586,Golden Bungle (IRE),2,F,128,51.0,Ray Dawson,Ivan Furtado,3780.0,,Kuroshio (AUS),Gold Bracelet (IRE),Montjeu
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,8,2.0,7,5082953,Chic Colombine (FR),2,F,125,2.2,Billy Loughnane,George Boughey,1774.5,,Seahenge (USA),Little Hippo (GB),Halling
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,13,3.0,9,5082946,Tiora (GB),2,F,128,10.0,Benoit De La Sayette,Patrick Owens,887.6,,Time Test (GB),Eleusis (GB),Elnadim
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,4,4.0,10,5093071,Silver Spirit (IRE),2,G,133,11.0,Rowan Scott,Amy Murphy,443.8,,Inns Of Court (IRE),Saphira Silver (IRE),Verglas
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,2,5.0,8,5102065,Ebts Guard (GB),2,C,133,4.5,Lewis Edmunds,William Muir & Chris Grassick,,,Cable Bay (IRE),Whims Of Desire (GB),Nathaniel
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,10,6.0,12,5125898,Pour La Vie (GB),2,F,123,26.0,Christian Howarth,Alice Haynes,,,Time Test (GB),Rockme Cockney (GB),Cockney Rebel
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,5,7.0,4,5125899,Timetobenice (GB),2,C,133,29.0,Ben Robinson,David OMeara,,,Time Test (GB),Station House (IRE),Galileo
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,6,8.0,6,5109658,Unleash Hell (IRE),2,C,133,41.0,Liam Keniry,Tom Dascombe,,,Postponed (IRE),Serabrina (IRE),Iffraaj
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,3,9.0,13,5125897,Royal Hussar (IRE),2,G,128,17.0,Taylor Fisher,Archie Watson,,,Land Force (IRE),Tsaritsa (IRE),Shirocco
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,1,10.0,1,5125895,Chriss Mate (GB),2,C,133,26.0,Dylan Hogan,Robyn Brisland,,,Washington DC (IRE),Seaperle (GB),Firebreak
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,12,11.0,3,5106066,Tenyatta (IRE),2,F,128,13.0,Saffie Osborne,Jamie Osborne,,,Eqtidaar (IRE),Alice Girl (IRE),Oratorio
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,11,12.0,2,5125893,Tees Comet (GB),2,F,128,23.0,Barry McHugh,Adrian Nicholls,,,Zoustar (AUS),Dubara (GB),Dubawi
2023-06-17,GB,Leicester,17:55,British EBF Restricted Maiden Stakes (For horses In Band D) (Qualifier) (GBB Race),Flat,Class 5,7f,7f,Good To Firm,Turf,13,7,13.0,5,5109646,Weston Court (IRE),2,G,133,67.0,Dougie Costello,Ronald Harris,,,National Defense (GB),Mollies Girl (IRE),Elusive Pimpernel
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,2,1.0,5,3092675,Mighty Gurkha (IRE),5,G,135,4.0,Taylor Fisher,Archie Watson,4187.2,67.0,Sepoy (AUS),Royal Debt (GB),Royal Applause
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,1,2.0,6,3862850,Libra Tiger (GB),4,G,141,5.0,Saffie Osborne,Ed Walker,1964.8,68.0,Territories (IRE),Show Aya (IRE),Showcasing
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,5,3.0,4,3097495,Mostallim (GB),6,G,131,6.0,Billy Loughnane,Michael Appleby,981.6,61.0,Bated Breath (GB),Lifting Me Higher (IRE),Sea The Stars
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,6,4.0,2,4213773,Sassy Redhead (GB),3,F,130,8.0,Benoit De La Sayette,William Stone,491.2,64.0,Harry Angel (IRE),Passcode (GB),Camacho
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,4,5.0,3,3835638,Woobay (IRE),4,F,138,12.0,Rowan Scott,Phillip Makin,244.8,65.0,Starspangledbanner (AUS),Queenofthenorth (IRE),Halling
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,7,6.0,1,4425856,Profitable Dawn (IRE),3,F,130,11.0,Ray Dawson,Henry Spiller,,64.0,Profitable (IRE),Light At Dawn (IRE),Dawn Approach
2023-06-17,GB,Leicester,19:55,Darren And Sue Pateman Birthday Anniversary Handicap,Flat,Class 5,6f,6f,Good To Firm,Turf,7,3,7.0,7,4275934,Ravens Applause (IRE),3,G,139,5.0,Josephine Gordon,Ed Dunlop,,73.0,Acclamation (GB),Cravin Raven (USA),Ravens Pass
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,1,1.0,2,4290157,Class Member (GB),3,F,136,3.0,Billy Loughnane,George Boughey,3663.8,69.0,Charm Spirit (IRE),Mabinia (IRE),Cape Cross
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,4,2.0,4,4538580,Storm Fox (IRE),3,F,136,2.88,James Sullivan,Tim Easterby,1719.2,66.0,Bungle Inthejungle (GB),Guana (IRE),Dark Angel
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,3,3.0,1,4624645,South Dakota Sioux (IRE),3,G,136,10.0,Ben Robinson,David OMeara,858.9,66.0,Sioux Nation (USA),Dutch Lilly (GB),Dutch Art
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,5,4.0,3,4225300,Global Effort (IRE),3,G,134,17.0,George Wood,John Butler,429.8,64.0,Gleneagles (IRE),Irish Madam (GB),Equiano
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,6,5.0,7,4467754,Crime Fiction (IRE),3,F,132,9.5,Barry McHugh,Adrian Nicholls,214.2,62.0,El Kabeir (USA),Fictitious (GB),Mayson
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,2,6.0,6,4303249,Lady Jane Grey (GB),3,F,137,7.0,Ray Dawson,Rae Guest,,67.0,Havana Grey (GB),Inagh River (GB),Fasliyev
2023-06-17,GB,Leicester,18:25,Signfab (UK) Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,7,7,7.0,5,4362956,Furnicoe (IRE),3,F,119,13.0,Royston Ffrench,Michael Appleby,,49.0,Dandy Man (IRE),Right Rave (IRE),Soviet Star
2023-06-17,GB,Leicester,18:55,Bet In Running Anytime With BetVictor Selling Stakes,Flat,Class 3,6f,6f,Good To Firm,Turf,3,1,1.0,3,3643996,Baileysgutfeeling (IRE),4,G,141,1.4,Benoit De La Sayette,Kevin Philippart De Foy,8100.0,87.0,Gutaifan (IRE),Baileys Pursuit (GB),Pastoral Pursuits
2023-06-17,GB,Leicester,18:55,Bet In Running Anytime With BetVictor Selling Stakes,Flat,Class 3,6f,6f,Good To Firm,Turf,3,2,2.0,1,3309441,Counsel (GB),5,G,141,8.5,Dougie Costello,Ian Williams,3802.5,69.0,Frankel (GB),Honorina (GB),Sea The Stars
2023-06-17,GB,Leicester,18:55,Bet In Running Anytime With BetVictor Selling Stakes,Flat,Class 3,6f,6f,Good To Firm,Turf,3,4,3.0,4,4362973,Kings Gem (IRE),3,G,127,4.0,Billy Loughnane,George Boughey,1902.0,76.0,Kingman (GB),Earring (USA),Dansili
2023-06-17,GB,Leicester,21:00,BetVictor Betting After The Off Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,5,1,1.0,2,1534208,Grandfather Tom (GB),8,G,137,4.0,Taylor Fisher,Robert Cowell,3663.8,74.0,Kheleyf (USA),Kassuta (GB),Kyllachy
2023-06-17,GB,Leicester,21:00,BetVictor Betting After The Off Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,5,5,2.0,3,2127472,Under Curfew (GB),7,G,127,4.5,Mollie Phillips,Tony Carroll,1719.2,62.0,Stimulation (IRE),Thicket (GB),Wolfhound
2023-06-17,GB,Leicester,21:00,BetVictor Betting After The Off Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,5,4,3.0,1,1624720,Foreseeable Future (FR),8,G,131,3.25,James Sullivan,Ruth Carr,858.9,63.0,Harbour Watch (IRE),Russian Spirit (GB),Falbrav
2023-06-17,GB,Leicester,21:00,BetVictor Betting After The Off Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,5,2,4.0,4,3092713,Bobby On The Beat (IRE),5,G,135,4.5,Josephine Gordon,Phil McEntee,429.8,67.0,Bobbys Kitten (USA),Late Night Movie (IRE),Holy Roman Emperor
2023-06-17,GB,Leicester,21:00,BetVictor Betting After The Off Handicap,Flat,Class 6,5f,5f,Good To Firm,Turf,5,3,5.0,5,3135213,Willingly (GB),6,M,125,9.5,Joe Leavy,Seamus Durack,214.2,64.0,Hot Streak (IRE),Paradise Place (GB),Compton Place
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,2,1.0,4,4630805,Rowayeh (IRE),3,F,135,4.33,Dane ONeill,Owen Burrows,6280.8,80.0,Dubawi (IRE),Alaflaak (USA),War Front
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,6,2.0,7,4415498,Mystic Pearl (FR),3,F,131,4.5,Richard Kingscote,William Haggas,2947.2,76.0,Invincible Spirit (IRE),Ertiyad (GB),Dark Angel
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,7,3.0,3,4564405,Sonemos (IRE),3,F,129,3.75,William Buick,Kevin Philippart De Foy,1472.4,74.0,Vadamos (FR),Adroit (IRE),Oasis Dream
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,4,4.0,1,4664814,Ludmilla (GB),3,F,133,5.0,Ryan Moore,John & Thady Gosden,736.8,78.0,Kingman (GB),Rostova (USA),Arch
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,1,5.0,2,4281799,Inanna (IRE),3,F,135,26.0,Robert Havlin,S Woods,367.2,80.0,Acclamation (GB),Kiss Of Spring (IRE),Dansili
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,3,6.0,8,4686981,Rising Bay (IRE),3,F,133,6.5,Oisin Murphy,Andrew Balding,,78.0,Kingman (GB),Rosaline (IRE),New Approach
2023-06-17,GB,Sandown,16:35,Start Your Racing TV Free Trial Now Fillies Handicap,Flat,Class 4,1m,8f,Good To Firm,Turf,7,5,7.0,5,4330659,Puntarelle (GB),3,F,132,23.0,Hector Crouch,Jonathan Portman,,77.0,Footstepsinthesand (GB),Maybelater (GB),Mount Nelson
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,6,1.0,5,4542733,Soleil Fighter (GB),3,G,128,3.75,Ryan Moore,Richard Hughes,7731.0,83.0,Sea The Moon (GER),Force One (GB),Dansili
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,5,2.0,2,4707530,Intricacy (GB),3,C,128,4.5,David Egan,Simon & Ed Crisford,3625.5,83.0,Dubawi (IRE),Golden Valentine (FR),Dalakhani
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,7,3.0,4,4413348,The Parent (GB),3,C,127,8.0,Pat Dobbs,Richard Hannon,1813.5,82.0,Frankel (GB),Sophie P (GB),Bushranger
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,8,4.0,1,4725969,Overactive (GB),3,G,115,26.0,Laura Pearson,Ralph Beckett,906.0,73.0,Awtaad (IRE),Hyperactive (GB),Rip Van Winkle
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,1,5.0,8,4340211,Loyal Touch (IRE),3,C,135,6.5,William Buick,Charlie Johnston,453.0,90.0,No Nay Never (USA),Devoted To You (IRE),Danehill Dancer
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,3,6.0,3,4459202,Sudden Ambush (GB),3,C,130,3.5,Oisin Murphy,Andrew Balding,226.5,85.0,Cracksman (GB),Al Mahmeyah (GB),Teofilo
2023-06-17,GB,Sandown,13:40,racingtv.com/freetrial Handicap,Flat,Class 3,1m1f,9f,Good To Firm,Turf,7,2,7.0,7,4269995,Al Khazneh (IRE),3,G,134,17.0,Daniel Muscutt,Saeed bin Suroor,,89.0,Exceed And Excel (AUS),Heartily (IRE),Dubawi
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,7,1.0,2,4449778,Westerton (IRE),3,G,130,4.33,Ryan Moore,Alan King,27000.0,83.0,Belardo (IRE),Aubusson (IRE),Montjeu
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,4,2.0,4,4002092,Middle Earth (GB),3,C,130,10.0,Oisin Murphy,John & Thady Gosden,12675.0,,Roaring Lion (USA),Roheryn (IRE),Galileo
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,1,3.0,5,4586316,A Dublin Lad (GB),3,C,130,3.0,Frankie Dettori,John & Thady Gosden,6340.0,,Ulysses (IRE),Sacre Caroline (USA),Blame
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,2,4.0,1,4982053,Cracksking (GB),3,C,130,5.5,Daniel Muscutt,James Fanshawe,3170.0,,Frankel (GB),Calyxa (GB),Pivotal
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,3,5.0,6,5011628,Kathab (IRE),3,G,130,6.5,Dane ONeill,William Haggas,,,Kingman (GB),Deep Inside (FR),Redoutes Choice
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,5,6.0,3,4497045,The Goat (GB),3,C,130,8.5,William Buick,Andrew Balding,,,Cracksman (GB),My Hope (USA),Afleet Alex
2023-06-17,GB,Sandown,16:00,Darley British EBF Maiden Stakes (GBB Race),Flat,Class 2,1m2f,10f,Good To Firm,Turf,7,6,7.0,7,4597209,Walk The Moon (GB),3,G,130,101.0,Ross Coakley,Ed Walker,,,Sea The Stars (IRE),Ladys First (GB),Dutch Art
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,7,1.0,6,4002156,Alnilam (FR),4,G,127,9.5,David Egan,Milton Harris,6280.8,70.0,Sea The Stars (IRE),Awareness (USA),Distorted Humor
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,4,2.0,2,3241317,Alpine Stroll (GB),5,G,131,2.88,Oisin Murphy,Ed de Giles,2947.2,74.0,Nathaniel (IRE),Kammaan (GB),Diktat
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,2,3.0,1,3772690,Wholeofthemoon (IRE),4,G,135,4.5,Richard Kingscote,Richard Hughes,1472.4,78.0,Zoffany (IRE),Shared Experience (GB),Ravens Pass
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,8,4.0,5,2782555,Arabescato (GB),6,G,126,29.0,Darragh Keenan,John Butler,736.8,69.0,Outstrip (GB),Cat Hunter (GB),One Cool Cat
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,6,5.0,8,3709131,Dark Mystery (IRE),4,G,128,5.5,William Buick,B F Brookhouse,367.2,71.0,Dark Angel (IRE),Jakonda (USA),Kingmambo
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,3,6.0,3,3217704,Sea Appeal (IRE),5,G,132,15.0,Pat Dobbs,Richard Hughes,,75.0,Fastnet Rock (AUS),Sea Paint (IRE),Peintre Celebre
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,1,7.0,7,3643986,Udaberri (IRE),4,G,135,9.5,Robert Havlin,S Woods,,78.0,Mastercraftsman (IRE),Eccellente Idea (IRE),Excellent Art
2023-06-17,GB,Sandown,17:05,Visit racingtv.com Handicap,Flat,Class 4,1m6f,14f,Good To Firm,Turf,8,5,8.0,4,2315258,Grandmaster Flash (IRE),7,G,130,12.0,Tom Queally,Gary Moore,,73.0,Australia (GB),Kittens (GB),Marju
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,3,1.0,4,4175300,Hes A Monster (IRE),3,G,132,9.5,Hector Crouch,Archie Watson,7731.0,92.0,No Nay Never (USA),Al Joza (GB),Dubawi
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,8,2.0,8,4479480,Bussento (GB),3,C,122,4.0,Oisin Murphy,Eve Johnson Houghton,3625.5,82.0,Oasis Dream (GB),Super Saturday (IRE),Pivotal
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,2,3.0,7,4274008,Ancestral Land (GB),3,C,135,11.0,Richard Kingscote,Clive Cox,1813.5,95.0,Sioux Nation (USA),Swing Out Sister (IRE),Kodiac
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,5,4.0,5,4001875,Classic (GB),3,C,130,6.0,Pat Dobbs,Richard Hannon,906.0,90.0,Dubawi (IRE),Date With Destiny (IRE),George Washington
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,4,5.0,1,4580177,Caragio (IRE),3,G,132,11.0,Adam Kirby,Roger Teal,453.0,92.0,Caravaggio (USA),Freddies Girl (USA),More Than Ready
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,7,6.0,3,4175386,Harry Magnus (IRE),3,C,124,4.5,Ryan Moore,Charles Hills,226.5,84.0,Harry Angel (IRE),Music And Dance (GB),Galileo
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,6,7.0,6,5051946,Owl Island (IRE),3,G,129,5.0,William Buick,Simon & Ed Crisford,,89.0,Dark Angel (IRE),Twinkleberry (IRE),Kodiac
2023-06-17,GB,Sandown,15:25,Watch Racing TV Free For 31 Days Handicap,Flat,Class 3,7f,7f,Good To Firm,Turf,8,1,8.0,2,4251637,New Definition (GB),3,C,137,34.0,Tom Queally,James Tate,,97.0,Invincible Spirit (IRE),Second Generation (GB),Dawn Approach
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,11,1.0,2,2698898,Maysong (GB),6,G,118,21.0,Shariq Mohd,Alice Haynes,20616.0,79.0,Mayson (GB),Aldeburgh Music (IRE),In The Wings
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,8,2.0,11,2647133,Dutch Decoy (GB),6,G,134,12.0,Oliver Stammers,Charlie Johnston,9668.0,88.0,Dutch Art (GB),The Terrier (GB),Foxhound
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,5,3.0,9,3095829,Eilean Dubh (IRE),5,H,136,10.0,Clifford Lee,K R Burke,4836.0,90.0,Vadamos (FR),Kenwana (FR),Kendargent
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,3,4.0,13,3177344,Helm Rock (GB),5,G,139,6.0,Richard Kingscote,Daniel & Claire Kubler,2416.0,93.0,Pivotal (GB),Nibbling (IRE),Invincible Spirit
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,10,5.0,5,2722930,Repertoire (GB),7,G,130,10.0,Ross Coakley,David Simcock,1208.0,84.0,Bated Breath (GB),Binche (USA),Woodman
2023-06-17,GB,Sandown,14:15,Aspall Cyder 1728 Handicap,Flat,Class 2,1m,8f,Good To Firm,Turf,12,1,6.0,4,2879994,Magical Morning (GB),6,G,142,19.0,David Egan,Amy Murphy,604.0,96.0,Muhaarar (GB),The Lark (GB),Pivotal
